,pollution_index,traffic_time_index,groceries_index,name,hotel_price_index,cpi_index,quality_of_life_index,restaurant_price_index,property_price_to_income_ratio,health_care_index,safety_index,crime_index,cpi_and_rent_index,rent_index,traffic_inefficiency_index,purchasing_power_incl_rent_index,traffic_co2_index,traffic_index,error
1JH8473PFT,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1JMXS03PK0,,,49.6419775291,"Sibenik, Croatia",35.9513286623,52.2975281796,,37.9524247101,,,84.375,15.625,31.104597055,8.25414550012,,55.9685345088,,,
1JSVQE3PQF,,,29.5772832768,"Midrand, South Africa",,,,23.4243115617,,,,,,10.8195322795,,,,,
1JXCXP3PTD,,,,"Union Gap, WA, United States",,,,,,,,,,,,,,,
1JYESB3PTY,,,,"Christiansburg, VA, United States",,,,59.3961443605,,,,,,20.5812277652,,,,,
1K0B3N3PX6,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1K3KRY3PZ5,51.8965517241,55.7777777778,29.7919250969,"Belo Horizonte, Brazil",21.9761353891,38.5980665722,,28.444072048,19.9291244661,59.0277777778,32.4104126448,67.5895873552,25.2743148162,10.9084990524,278.388421428,51.7096020843,7882.22222222,266.880713116,
1K6E453Q0R,32.0463875205,36.425,67.6520803511,"Dublin, Ireland",59.4384737747,81.1050401441,160.949620442,84.3454474787,9.43194091752,47.3130629008,45.4904186582,54.5095813418,64.3722357625,46.3307419432,158.416739652,120.02760115,1505.4,115.869219125,
1K75SA3Q1A,37.4359326308,35.375,32.9517340792,"Curitiba, Brazil",24.5374851779,40.9937645509,139.357905767,29.88651407,14.1772575251,49.3441358025,34.9576516639,65.0423483361,26.3482013038,10.5571938446,143.525784865,49.7684984466,5320.75,145.060112121,
1K7BX83Q1F,29.3103448276,,,"Mandurah, Australia",,,,87.6825043105,,,,,,,,,,,
1K91MZ3Q31,,,,"Waterbury, CT, United States",,,,65.4456186074,,,,,,,,,,,
1KBK6C3Q5E,83.4369073153,45.5555555556,50.050430031,"Jakarta, Indonesia",17.6013346246,45.5494490095,58.8228623953,26.4089215725,23.9435393858,59.0033238367,49.5852451621,50.4147548379,35.6187708202,24.9114043149,234.719415143,36.2005123108,9785.0,221.04564659,
1KH5NM3Q9V,38.3620689655,10.0,65.098464414,"Stoke-On-Trent, United Kingdom",63.9482231854,86.5859242424,,77.8611759714,,94.4444444444,61.1142113095,38.8857886905,54.8814982773,20.6974373122,2.56532375949,86.8525454534,532.0,37.8290656603,
1KPCSE3QD8,34.3185550082,35.8333333333,76.0369241962,"Quebec City, Canada",45.7061666115,70.9946815334,187.060240923,60.9870981326,5.19841156756,81.8121693122,74.9790348651,25.0209651349,45.7416239677,18.5134994046,149.595305942,135.081925062,4833.33333333,143.770895493,
1KWQW63QH5,,,,"Kuningan, Indonesia",,,,,,,,,,,,,,,
1KWXDZ3QH8,62.7390578873,37.7272727273,46.7755403569,"Athens, Greece",36.3072054705,56.2419470654,136.677762739,58.0286962071,9.90308169947,52.323069948,51.0670670963,48.9329329037,34.6785159819,11.4285872942,170.375785111,65.5226119904,5366.68181818,156.358259803,
1KZ9M43QKC,,,61.747006932,"Fond du Lac, WI, United States",55.8677786922,60.9794121056,,48.6002298898,1.72802680977,,,,42.5021173484,22.579694809,,179.677318799,,,
1MAWF43QZS,,,,"Fowlerville, MI, United States",,,,46.7002168706,,,,,,29.7515069885,,,,,
1MCNQS3R27,72.6960049043,38.0333333333,31.5727892686,"Bucharest, Romania",24.2753551758,38.2022290714,126.840053957,34.5391568845,11.3147527568,51.1968915567,69.2096798225,30.7903201775,25.1471370581,11.0709931854,142.465837405,59.8944029338,4576.53333333,150.967625735,
1MFMT03R57,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1MGMP13R5P,60.8888661393,29.7083333333,28.655981522,"Belgrade, Serbia",26.1917593856,37.2385814288,131.487273838,31.6634696554,20.1821988571,57.1144349478,59.6486053569,40.3513946431,23.9392242415,9.5997109702,72.5555300195,49.5371817578,3470.0,106.990363802,
1MJVFE3RAY,,,,"Wakefield, MA, United States",,,,,,,,,,,,,,,
1MMB3S3RG6,83.4369073153,45.5555555556,50.050430031,"Jakarta, Indonesia",17.6013346246,45.5494490095,58.8228623953,26.4089215725,23.9435393858,59.0033238367,49.5852451621,50.4147548379,35.6187708202,24.9114043149,234.719415143,36.2005123108,9785.0,221.04564659,
1MMEH63RG8,7.75862068966,,,"Santa Rosa, CA, United States",,,,71.0400339979,3.23613254985,72.2222222222,75.390625,24.609375,,54.0779216496,,,,,
1N05613RSV,0.0,,,"South Yarra, Australia",,,,,,,,,,,,,,,
1N8ZV53S5X,68.9655172414,0.0,,"Aurangabad, India",,,,15.5355406639,9.314922476,,62.5,37.5,,4.28868748606,0.0,,0.0,0.0,
1N97C43S61,52.9283380019,34.7083333333,34.7732585211,"Budapest, Hungary",27.6108318222,43.1280477153,137.137296825,32.8225183613,9.91984180392,51.7798957315,58.523403955,41.476596045,28.2107023037,12.1266563238,105.337211868,62.1149175497,2154.41666667,114.125729458,
1N9PEA3S6D,27.5862068966,13.0,79.3091618007,"Flint, MI, United States",45.3671645484,68.6540958028,,51.4838866379,3.40301088779,88.8888888889,30.3069196429,69.6930803571,42.8210728973,14.9676233225,32.6882510614,99.8897350353,3458.0,81.1276769833,
1NC81K3S93,36.9020398915,35.3333333333,56.4580205552,"Berlin, Germany",48.6431593997,66.0439747239,180.498563638,55.5537339678,8.63833354006,76.4437856829,64.3012530043,35.6987469957,46.5875540772,25.6094272288,150.40005666,126.669811526,1311.66666667,108.447365217,
1NDH3F3S9G,27.5862068966,,,"Madras, India",,,,10.174968713,,,,,,8.93626095423,,,,,
1NEAX13SA2,,,,"Zalaegerszeg, Hungary",,,,25.5392408889,,,,,,,,,,,
1NEYNP3SAN,68.9655172414,0.0,,"Aurangabad, India",,,,15.5355406639,9.314922476,,62.5,37.5,,4.28868748606,0.0,,0.0,0.0,
1NFK5G3SBZ,30.7108973252,36.7894736842,82.5672020721,"Perth, Australia",62.5970374995,85.3653959451,190.2473643,92.6714030374,7.85047759001,69.8766192301,52.8714319921,47.1285680079,64.3451257225,41.6808390523,136.224993807,134.82436249,5071.15789474,148.905694714,
1NK3Y53SET,5.1724137931,84.0,,"Baden, Switzerland",106.229755736,,,137.273688405,4.38549361775,86.1111111111,87.5,12.5,,46.030657911,314.148249309,,1200.0,391.704371943,
1NQAE93SJ6,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1NQTEN3SJT,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1NSCG33SQ4,31.8965517241,50.0,73.1841838459,"Boca Raton, FL, United States",65.6637241971,73.8706524694,,70.1809552831,2.87433201844,50.0,64.0625,35.9375,62.9545165213,51.184618616,250.67532411,224.085879004,13300.0,260.904826755,
1NSYFA3SQR,,,,"Surakarta, Indonesia",,,,,,,75.0,25.0,,,,,,,
1NVBWX3SRT,,,,"Polanica Zdroj, Poland",,,,,,,,,,,,,,,
1NW4CE3SSJ,6.89655172414,25.0,,"Deva, Romania",29.4654906964,,,21.3507349581,7.5,63.8888888889,90.625,9.375,,3.82489717751,8.91248333329,,1330.0,69.4545433139,
1NY6RH3SVD,,,,"Ã‰rd, Hungary",,,,,,,,,,,,,,,
1NYSY33SW2,6.89655172414,,,"Irving, TX, United States",,,,57.480455744,,,,,,,,,,,
1NZ0CH3SWC,17.2413793103,,,"New Glasgow Nova Scotia, Canada",,,,91.4645830243,,,48.4375,51.5625,,12.6361484143,,,,,
1P4REJ3T7H,37.2413793103,25.25,79.3379114608,"Halifax, Canada",51.7695078078,73.4659495457,177.269321542,66.6760375867,3.85275893474,71.875,58.4133625659,41.5866374341,50.4535245366,25.641274653,91.3828473352,124.209627748,4090.0,103.789780292,
1P61TF3T93,,60.0,72.3429738375,"Mechelen, Belgium",,,,82.7257612018,6.25,,,,,32.5385571043,281.136247833,,15960.0,328.827963026,
1PC3CF3TFB,43.9916405434,45.9230769231,79.6198515804,"Miami, FL, United States",69.9296533262,81.9185429282,147.31112988,81.6709503663,5.42890450214,60.4166666667,39.043793653,60.956206347,67.9624287073,52.9147927751,207.828861552,134.073681609,8072.30769231,212.913942156,
1PCC2M3TFZ,44.2063894523,35.125,123.449042156,"San Francisco, CA, United States",78.5866477259,104.483637599,161.720242832,91.2410446942,14.2315677895,68.287037037,51.9502166239,48.0497833761,113.152899003,122.500192049,160.497022048,105.067916049,3675.0,132.411632206,
1PDWZK3TH7,35.5437665782,41.6666666667,77.171476783,"Denver, CO, United States",58.6794917091,78.4466109245,182.684592823,75.0983478845,4.63113241776,83.4799382716,67.4569088319,32.5430911681,65.799712275,52.163686979,142.97571946,129.057403636,7646.66666667,187.300803423,
1PEBGR3TJ5,51.2643678161,26.25,29.6091663524,"Baia Mare, Romania",23.0316411482,34.9152349922,129.332153101,22.4008227601,10.7408133568,28.4722222222,46.3541666667,53.6458333333,20.2888407662,4.51850155657,31.6665565152,51.7349679432,0.0,37.1767501963,
1PGE5T3TKD,,,77.7513688154,"Marietta, GA, United States",,,,78.6327148119,,77.7777777778,83.75,16.25,,29.1716532671,,,,,
1PGMR93TKM,,,,"Southfield, MI, United States",,,,,,,42.1875,57.8125,,,,,,,
1PJBKZ3TM4,48.6604774536,16.875,27.7540586929,"Timisoara, Romania",22.3098606628,34.2672391459,167.195651066,27.9086748475,10.1499676794,57.0601851852,75.5423331613,24.4576668387,21.6962152152,8.14199887597,22.6995721637,67.2069345643,1695.75,66.9268111659,
1PQM5D3TQQ,,,,"Bangka, Indonesia",,,,,,,,,,,,,,,
1PZ08W3V42,41.724137931,5.0,,"Santa Fe, NM, United States",,,,73.1096793733,,,52.0833333333,47.9166666667,,40.5658982038,8.91248333329,,1330.0,46.6906112914,
1PZ64K3V4J,91.3013423358,50.6666666667,,"Faridabad, India",16.1717511034,,,16.7310356362,7.61733371825,61.1111111111,61.9791666667,38.0208333333,,4.91673795473,387.323846694,,1764.0,194.979356573,
1Q4AH13VC2,38.3620689655,,106.9585793,"Lancaster, PA, United States",,,,83.6593563369,12.14169095,,56.25,43.75,,25.7593453594,,,,,
1Q86NQ3VM8,27.5862068966,,78.4201891514,"Boulder, CO, United States",65.0343036708,80.8463526443,,72.4173404938,3.66122787801,,80.46875,19.53125,68.2890582265,54.7496451993,,140.721232123,,,
1QC34G3VRM,93.1034482759,,74.7958828135,"Haarlem, Netherlands",66.3347143665,,,85.244632052,7.90178571429,83.3333333333,77.734375,22.265625,,27.915494518,,,,,
1QEC3H3VX7,39.0804597701,135.0,,"Oakville, Canada",,,,58.8198988757,,45.8333333333,68.75,31.25,,29.0751480424,732.390026215,,24840.0,914.815238015,
1QKS8N3W36,25.4436296462,31.5,41.5329970317,"Vilnius, Lithuania",29.1391613954,48.9299742526,140.677858237,37.9232467561,13.0081833095,70.7070707071,63.2195659396,36.7804340604,32.6485830504,15.0938078886,90.8422997098,60.0298660011,2647.14285714,106.394793428,
1QPD0P3W4Z,43.7910509031,33.3333333333,77.0009034565,"Cincinnati, OH, United States",53.0452791903,77.0025427287,167.06483162,69.8809417687,2.31927299972,46.2962962963,48.8896520147,51.1103479853,55.5237945194,32.3651718385,164.44272638,138.983036305,8866.66666667,159.075793977,
1QRGNF3W6K,27.5862068966,,,"Kingston Upon Thames, United Kingdom",,,,60.9275145635,18.8909023669,,67.1875,32.8125,,46.9333721849,,,,,
1QV5F03W9K,51.724137931,27.54,29.1071757899,"Torreon, Mexico",25.7245162986,31.1815466068,,22.4557584627,7.51989130435,58.3333333333,50.0,50.0,18.3995132165,4.61778415584,25.2567970077,74.1005956878,2862.16,92.4005734165,
1QV6903W9M,51.7925561029,32.0,88.1568204414,"Orlando, FL, United States",56.6943669154,80.1514105411,,74.6052670072,2.2870715297,81.5476190476,46.587201176,53.412798824,61.5225060529,41.4366162331,118.260555704,152.71102002,8512.0,150.309280392,
1QVN103WAV,,,,"Samobor, Croatia",34.0774409209,,,39.0160595427,9.44892473118,,,,,7.4389212532,,,,,
1R1F003WFF,78.8656267105,43.75,25.0812602481,"Indore, India",13.8962402013,24.7312009976,,17.5700513077,10.7878711762,75.0,32.8625801282,67.1374198718,14.809146547,4.11107825177,132.969305049,49.2314608116,3447.5,168.12871702,
1RCEBG3WTN,30.6034482759,20.0,83.2994376004,"Corpus Christi, TX, United States",,,,75.5302528519,2.98997511575,27.7777777778,25.2604166667,74.7395833333,,27.540307602,68.399264885,,5320.0,105.680850879,
1RJR213X23,,,,"Richmond, Jamaica",,,,,,,,,,,,,,,
1RK7W03X2V,,,,"Torrance, CA, United States",,,,,,,,,,,,,,,
1RNBJC3X4T,,,,"Langenthal, Switzerland",,,,,,,,,,,,,,,
1RWB863XDT,72.7028114052,45.25,23.7396183698,"Ahmedabad, India",17.7157994589,22.4230469401,119.196320507,13.7794426647,8.53021076888,71.8253968254,71.8595251356,28.1404748644,14.1032855944,5.13282735715,121.535484741,75.285948029,4951.75,186.67180062,
1RXD4R3XFA,68.8505747126,49.4,40.4380375913,"Surabaya, Indonesia",14.757616193,36.5395594667,82.8039159252,22.017537311,18.3074375955,84.0277777778,63.3463541667,36.6536458333,26.0870707419,14.817082375,263.721907003,32.9116622412,1278.8,178.573104554,
1RYJ1Q3XHP,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1S38NQ3XNM,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1S6HKD3XQN,33.6206896552,15.0,71.2178328107,"Columbus, GA, United States",63.4869239257,,,60.444449928,,,21.09375,78.90625,,20.7482638166,41.3494061951,,3990.0,88.46978053,
1SCKFH3XVT,25.4436296462,31.5,41.5329970317,"Vilnius, Lithuania",29.1391613954,48.9299742526,140.677858237,37.9232467561,13.0081833095,70.7070707071,63.2195659396,36.7804340604,32.6485830504,15.0938078886,90.8422997098,60.0298660011,2647.14285714,106.394793428,
1SF47C3XX3,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1SF5233XX4,,,,"Verwoerdburg, South Africa",,,,34.8089513675,,,7.8125,92.1875,,14.4091901853,,,,,
1SFK8Q3XX9,,,,"Wanneroo, Australia",,,,,,,,,,,,,,,
1SHC7A3XXZ,,,,"Bamboo, Jamaica",,,,,,,,,,,,,,,
1SK52K3XZ5,,,,"Windsor, CT, United States",,,,57.8690799263,,,,,,,,,,,
1SRP9E3Y3W,54.5660035347,43.2727272727,77.0491925427,"London, United Kingdom",84.8165808146,97.2368995799,130.312173572,100.145497457,32.1976432593,71.7387454901,51.7035276677,48.2964723323,92.674712969,87.7557131609,259.886162374,96.883654534,1448.78787879,149.748323619,
1STV6D3Y5B,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1SVSKD3Y5W,,,,"Bangka, Indonesia",,,,,,,,,,,,,,,
1SW0SG3Y63,14.6551724138,8.0,,"Orebro, Sweden",76.3310708033,,,75.8449202837,5.70444147813,98.6111111111,61.4583333333,38.5416666667,,21.1073700827,0.0,,0.0,10.8284271247,
1SWS493Y6J,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1T9C683YFD,14.6551724138,8.0,,"Orebro, Sweden",76.3310708033,,,75.8449202837,5.70444147813,98.6111111111,61.4583333333,38.5416666667,,21.1073700827,0.0,,0.0,10.8284271247,
1TA9183YGP,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1TBSRD3YHD,,,125.659949173,"Schaffhausen, Switzerland",86.0138746044,116.388411131,,106.777390811,,,,,85.1627711313,51.494942463,,151.069537298,,,
1TCV2D3YJN,46.408045977,34.75,70.6219789279,"Austin, TX, United States",60.7562043476,72.9394857477,183.092569006,69.0082254666,5.26188263429,75.9645061728,58.0099587912,41.9900412088,61.8166627031,49.823912496,169.323930453,144.249746057,8091.0,160.575513406,
1TDSWF3YKT,17.2413793103,90.0,,"Newark, NJ, United States",70.0062934246,,,71.6280741712,2.12269193441,66.6666666667,30.5803571429,69.4196428571,,35.5428855144,605.219131889,,23940.0,560.556196917,
1TFE9Y3YP1,,,,"Lleida, Spain",43.7592499161,,,62.1391737785,10.0,30.5555555556,57.8125,42.1875,,13.4764456294,,,,,
1TJ11W3YQK,70.6896551724,,,"Fuengirola, Spain",,,,,,80.5555555556,,,,,,,,,
1TP41G3YSH,75.6958128079,51.3,34.8461463744,"Pretoria, South Africa",27.6917988197,38.986751952,166.277955367,33.3939433903,1.8354640636,61.160968661,20.1272291263,79.8727708737,26.5946331872,13.2333143667,340.075574758,174.279376444,11739.0,263.486806544,
1TQ3YW3YTE,54.5660035347,43.2727272727,77.0491925427,"London, United Kingdom",84.8165808146,97.2368995799,130.312173572,100.145497457,32.1976432593,71.7387454901,51.7035276677,48.2964723323,92.674712969,87.7557131609,259.886162374,96.883654534,1448.78787879,149.748323619,
1TQBCD3YTS,44.2063894523,35.125,123.449042156,"San Francisco, CA, United States",78.5866477259,104.483637599,161.720242832,91.2410446942,14.2315677895,68.287037037,51.9502166239,48.0497833761,113.152899003,122.500192049,160.497022048,105.067916049,3675.0,132.411632206,
1TZJCA3YZK,,,,"Lugansk, Ukraine",,,,,,,0.0,100.0,,,,,,,
1V0YH93Z0B,45.6896551724,,,"Eluru, India",,,,9.98243213571,8.52458874049,83.3333333333,75.0,25.0,,2.27892598632,,,,,
1V2E2S3Z1A,,,,"Ikeja, Nigeria",,,,,,,,,,,,,,,
1V2EMY3Z1B,28.6206896552,56.6666666667,61.8735624366,"Nashville, TN, United States",60.4111960887,66.013398562,,69.7778282044,2.3425390505,73.3333333333,50.625,49.375,53.8689640014,40.7747010156,289.883701765,170.468833948,9310.0,279.968591465,
1VDGFP3Z7M,25.2174262519,20.3333333333,89.7722652328,"Minneapolis, MN, United States",55.4092935472,78.9075901805,196.153556209,63.5363543166,2.42502479779,75.6588319088,53.9826766304,46.0173233696,61.8495503218,43.4573840321,51.6841177572,153.571318732,3660.0,92.5296836294,
1VFJ0S3Z8P,13.591954023,28.4,61.922146506,"Mississauga, Canada",51.1770473101,69.1443251113,181.046357826,61.8838007819,8.10409004369,63.8888888889,64.2435888624,35.7564111376,51.0369561903,31.5133917583,82.5180613323,105.70451994,4276.4,110.377639939,
1VFZR03Z8Z,35.0574712644,24.6666666667,29.4327169838,"Natal, Brazil",23.6111252275,36.6943695148,118.6615564,24.3809422122,10.5732352941,43.5185185185,35.0,65.0,22.8553364482,7.93393870505,109.420418843,58.7175775622,6472.66666667,120.54652778,
1VMQY83ZB6,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1VYEP83ZFZ,56.8965517241,15.0,,"Bandar Lampung, Indonesia",13.9940653437,,,12.6364605876,31.25,,25.0,75.0,,5.87633995484,8.91248333329,,1330.0,58.3275266601,
1W1TC23ZJ9,58.6206896552,,,"Hempstead, NY, United States",,,,87.7180297303,,,71.875,28.125,,,,,,,
1WCEP73ZPW,117.24137931,,,"Boras, Sweden",,,,65.2812244201,3.99310903469,,,,,21.1759005051,,,,,
1WDS3X3ZQ5,7.47126436782,13.5,82.5926344147,"Buffalo, NY, United States",50.4490174734,77.8572527649,210.979442715,72.9614143491,3.7220416607,77.7777777778,53.9930555556,46.0069444444,53.124472877,26.4573174314,34.8701505407,146.38156236,3591.0,83.0042829838,
1WNY263ZTF,,,,"Killeen, TX, United States",,,,66.4580009312,,,19.7916666667,80.2083333333,,20.6408834978,,,,,
1WP2HV3ZTG,64.6551724138,,72.3437565396,"Bradford, United Kingdom",48.7855001521,75.1950695474,,68.2849256414,10.6238315897,44.4444444444,29.7443181818,70.2556818182,50.8234079353,24.5456141887,,102.297408167,,,
1X30XN401H,74.1379310345,25.0,,"Karaj, Iran",,,,,4.75664166667,33.3333333333,50.5208333333,49.4791666667,,,22.863405251,,2660.0,86.3567571622,
1X5A4P402J,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1X693W403H,64.6012128675,53.2,22.5850909186,"Coimbatore, India",19.773788844,21.3152631475,127.68808282,14.1520605741,9.57170653318,83.7962962963,57.672275641,42.327724359,13.2548159276,4.56395303433,220.335455991,71.2045917399,3608.0,221.954786273,
1XAMV54062,,,,"Kisii, Kenya",,,,,,,,,,,,,,,
1XBMAN406F,5.1724137931,85.0,,"Athens, GA, United States",54.574023459,,,62.9822638113,1.78454606211,58.3333333333,,,,20.071171251,530.685647179,,22610.0,519.636264858,
1XD8GP407D,,,,"Kisii, Kenya",,,,,,,,,,,,,,,
1Y03KT40G2,,,,"Murrieta, CA, United States",,,,,,,,,,44.3838650936,,,,,
1YCQHW40PN,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
1YKBNK40T4,,,,"Swinoujscie, Poland",,,,,,,,,,,,,,,
1YTV9T40YH,77.7330428192,64.7272727273,41.0033076161,"Nairobi, Kenya",40.567162694,45.1802562283,88.4125663783,33.6693376403,18.502729714,62.9298941799,33.8595094968,66.1404905032,31.9299102866,17.6432414797,251.895427026,28.2244441597,6694.18181818,311.70227984,
1YXBBM40ZA,,,,"Kecskemet, Hungary",29.6365352514,,,35.9437444058,8.97959183673,,,,,6.12240897518,,,,,
1YXW8S40ZR,,,70.5042503732,"Abingdon, MD, United States",53.9212140716,,,64.2503543155,2.19935669572,,,,,30.7823580488,,,,,
1ZA8814153,46.408045977,34.75,70.6219789279,"Austin, TX, United States",60.7562043476,72.9394857477,183.092569006,69.0082254666,5.26188263429,75.9645061728,58.0099587912,41.9900412088,61.8166627031,49.823912496,169.323930453,144.249746057,8091.0,160.575513406,
1ZBG0N415N,36.9020398915,35.3333333333,56.4580205552,"Berlin, Germany",48.6431593997,66.0439747239,180.498563638,55.5537339678,8.63833354006,76.4437856829,64.3012530043,35.6987469957,46.5875540772,25.6094272288,150.40005666,126.669811526,1311.66666667,108.447365217,
1ZJ1G741A0,27.5862068966,,,"Madras, India",,,,10.174968713,,,,,,8.93626095423,,,,,
1ZQWBN41DH,62.0689655172,,,"Swindon, United Kingdom",60.2619183842,,,99.0594101975,3.7443385601,75.0,75.0,25.0,,30.1681599032,,,,,
1ZXDCG41GA,113.793103448,,,"Woonsocket, RI, United States",,,,,,,,,,,,,,,
2010PP41JK,75.0,,24.3754445897,"Asansol, India",,19.5537702712,,16.8720412215,11.2673686458,,,,11.9556624399,3.76329896325,,56.3871340377,,,
203A3E41M6,,,,"Cascavel, Brazil",,,,25.0588012221,30.0,,,,,7.87753688675,,,,,
20FRQ541TX,68.9655172414,,,"Highland, CA, United States",,,,,,,,,,,,,,,
20G3H441VA,,,,"Depok, Indonesia",15.9410016118,,,26.4119421371,37.5,,,,,8.09629060445,,,,,
20NB8G41Y8,,,,"Rancho Palos Verdes, CA, United States",,,,70.9320776524,,,,,,,,,,,
20VM2H421X,,,77.7513688154,"Marietta, GA, United States",,,,78.6327148119,,77.7777777778,83.75,16.25,,29.1716532671,,,,,
211QWJ425K,27.5862068966,,,"Madras, India",,,,10.174968713,,,,,,8.93626095423,,,,,
212VWQ4267,,,,"Beaverton, OR, United States",,,,64.1981023246,,,48.4375,51.5625,,34.0025744974,,,,,
215EGY4287,44.2063894523,35.125,123.449042156,"San Francisco, CA, United States",78.5866477259,104.483637599,161.720242832,91.2410446942,14.2315677895,68.287037037,51.9502166239,48.0497833761,113.152899003,122.500192049,160.497022048,105.067916049,3675.0,132.411632206,
215KGN428D,,53.5,78.4806780915,"Colchester, United Kingdom",67.6612797434,89.997848919,,78.2308184466,5.95188752106,93.0555555556,39.0625,60.9375,61.8865455695,31.5766289489,206.126289297,90.4023123488,4000.0,226.300007621,
216FBZ428W,34.1379310345,20.6666666667,47.2286381375,"Dresden, Germany",48.9439949189,59.8250960373,209.303957022,49.4991496235,6.99159663866,80.5555555556,79.0972222222,20.9027777778,40.5762470813,19.8219263143,29.344829657,146.365596305,1729.33333333,72.2150678528,
2176FC4295,,,,"Mahon, Spain",,,,64.0081267665,,,,,,15.4016521478,,,,,
21FRHM42F9,,,,"Olinda, Brazil",,,,,,,,,,,,,,,
21SBRX42MK,36.2068965517,49.5,88.3931603203,"Leeds, United Kingdom",64.9818467838,88.2104393736,172.37052158,84.4179669455,5.03162737205,72.619047619,51.8914473684,48.1085526316,60.4805134192,30.581802103,273.571080352,129.991419405,6360.0,223.390143353,
21SCM942MS,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
21ZJPQ42R7,,,,,,,,,,,,,,,,,,,Couldn't resolve city in your request.
227WEG42XK,,,,"Ipatinga, Brazil",,,,18.3234582162,,,,,,,,,,,
229JQG42YJ,38.8026819923,21.2222222222,36.4848865445,"Riga, Latvia",29.1654979952,48.2016144297,,43.1476927719,11.4231935724,61.9047619048,58.318348306,41.681651694,31.1082609441,12.6780191132,39.1548104451,64.3229760706,1689.77777778,73.1932677124,
22GZG9435F,101.724137931,90.0,,"Vereeniging, South Africa",,,,,,,2.34375,97.65625,,,381.663835177,,15960.0,527.098543707,
22JM2X4372,,,,"Lockport, IL, United States",,,,,,,,,,,,,,,
22K51Y437F,75.6958128079,51.3,34.8461463744,"Pretoria, South Africa",27.6917988197,38.986751952,166.277955367,33.3939433903,1.8354640636,61.160968661,20.1272291263,79.8727708737,26.5946331872,13.2333143667,340.075574758,174.279376444,11739.0,263.486806544,
